Name;Street1;Street2;Street3;City;Province;Zip;User;UserSS;Last Shipment;Last Contact;Rolling 12 Months Sales;Rolling 12 Months Sales LY;Sales Last Month;Sales Last Month LY;Balance
ELISA IMMOBILIARE S.R.L.;VIA GIANNONE PIETRO 9;;;MILANO;MI;20154;;;28/06/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Elisa Tondo;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
ELLEVISPETTACOLI S.R.L.;VIA CAVOUR 53/B;;;SAN GIULIANO MILANESE;MI;20098;;;12/07/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Elmat Spa;Via Uruguay, 15;;;Padova;pd;35127;Fabio Gallo;Fabio Gallo;;28/07/21;€0,00;€0,00;€0,00;€0,00;€0,00
ELVI - ELETTROTECNICA VITALI - S.P.A.;;;;;;;Fabio Gallo;Fabio Gallo;;17/10/22;€0,00;€0,00;€0,00;€0,00;€0,00
Emanuela Longo;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
EMANUELA  MILO DI VILLAGRAZIA;PIAZZA VIII NOVEMBRE 1917 N.6;;;MILANO;MI;20129;;;09/03/20;;€0,00;€0,00;€0,00;€0,00;€0,00
EMANUELA MOLTANI;VIA CANONICA 32;;;MILANO;MI;20154;;;22/10/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Emanuele Borghesan;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Emendato Maria Antonietta;;;;;;;;;;06/10/21;€0,00;€0,00;€0,00;€0,00;€0,00
E-MID SOCIETA' DI INTERMEDIAZIONE MOBILIARE S.P.A IN FORMA ABBREVIATA E-MID SIM S.P.A.;VIA MARCORA GIUSEPPE 11;;;MILANO;MI;20121;;;29/01/19;;€0,00;€0,00;€0,00;€0,00;€0,00
EMILIO CASCO;VIA VARESE 14;;;MILANO;MI;20121;;;10/03/20;;€0,00;€0,00;€0,00;€0,00;€0,00
EMILY ESTATE S.R.L.;LARGO FRANCESCO RICHINI, 2 A;;;MILANO;MI;20121;;;10/03/20;12/06/18;€0,00;€0,00;€0,00;€0,00;€0,00
EMILY ESTATE Srl (NON USARE);Via Carlo Matteucci 2;;;MILANO;MI;20100;;;15/03/18;;€0,00;€0,00;€0,00;€0,00;€0,00
EMMEDUE COSMETICS S.R.L.;VIA GOFFREDO MAMELI, 5;;;CASALE MONFERRATO;AL;15033;;;;23/07/22;€0,00;€0,00;€0,00;€0,00;€0,00
EMMEDUE COSMETICS S.R.L.;VIA GOFFREDO MAMELI, 5;;;CASALE MONFERRATO;AL;15033;;;;20/07/22;€0,00;€0,00;€0,00;€0,00;€0,00
ENERGETIC GAS & POWER SRL;Via Clitunno, 51;;;Roma;RM;00198;;;16/02/18;03/01/18;€0,00;€0,00;€0,00;€0,00;€0,00
Enrica Massei ;via bigli 6;;;Milano;;;Fabio Gallo;Fabio Gallo;;17/11/22;€0,00;€0,00;€0,00;€0,00;€0,00
Enrico Pescarolo;via m;;;Milano;mi;20121;;;;16/11/22;€0,00;€0,00;€0,00;€0,00;€0,00
ENRICO ZENI;CORSO DI PORTA NUOVA 48;;;MILANO;;20121;;;21/05/18;;€0,00;€0,00;€0,00;€0,00;€0,00
ENTUSIASMOLOGIA ITALIA;VIA SAN MARCO 46;;;MILANO;MI;20121;;;18/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
EPHORIA S.R.L.;PIAZZA FRA GIROLAMO SAVONAROLA 11;;;FIRENZE;FI;50132;Fabio Gallo;Fabio Gallo;09/02/21;;€0,00;€0,00;€0,00;€0,00;€0,00
EQUITA SOCIETA' DI INTERMEDIAZIONE MOBILIARE S.P.A.;VIA FILIPPO TURATI 9;;;MILANO;MI;20121;;;03/01/19;;€0,00;€0,00;€0,00;€0,00;€0,00
ERASTUDIO SRL;VIA PALERMO 5;;;MILANO;MILANO;20121;;;11/09/19;;€0,00;€0,00;€0,00;€0,00;€0,00
ERASTUDIO SRL;VIA PALERMO N5;;;MILANO;MI;20121;;;11/09/19;;€0,00;€0,00;€0,00;€0,00;€0,00
ERBORISTERIA I SEMPLICI (NON USARE);VIA DELLA MOSCOVA 27;;;MILANO;MI;20121;;;05/03/19;;€0,00;€0,00;€0,00;€0,00;€0,00
ERBORISTERIA I SEMPLICI (NON USARE);VIA MOSCOVA 27;;;MILANO;MI;20121;;;14/02/19;;€0,00;€0,00;€0,00;€0,00;€0,00
ERBORISTERIA I SEMPLICI S.A.S. DI TURNER FRANCESCA JAQUELINE  E C;VIA MOSCOVA 27;;;MILANO;MI;20121;;;11/03/20;;€0,00;€0,00;€0,00;€0,00;€0,00
Eric Beruschi;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
ERIKA BRENNA;Via fiori oscuri 7;;;MILANO;MI;20121;;;03/02/20;;€0,00;€0,00;€0,00;€0,00;€0,00
ERIKA BRENNA;VIA PROCACCINI 69;;;MILANO;MI;20154;;;10/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
Erika Termine;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
ERMINIO BERETTA;PIAZZA DELLA REPUBBLICA 25;;;MI;MI;20124;;;06/08/18;;€0,00;€0,00;€0,00;€0,00;€0,00
ERNEST SPA;CORSO GARIBALDI 86;;;MILANO;MI;20121;;;05/09/19;02/02/17;€0,00;€0,00;€0,00;€0,00;€0,00
ERRECOM SPA;VIA INDUSTRIALE, 14;;;CORZANO;BS;25030;Fabio Gallo;Fabio Gallo;;15/11/21;€0,00;€0,00;€0,00;€0,00;€0,00
ERRESSE SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA;VIA SOLFERINO 27;;;MILANO;MI;20121;;;24/07/19;;€0,00;€0,00;€0,00;€0,00;€0,00
ESOBEA SRL Unipersonale;VIA ANTONIO TANTARDINI 15;;;MILANO;MI;20136;;;05/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
ESPOARTE;d;;;milano;mi;20121;Fabio Gallo;Fabio Gallo;;14/06/22;€0,00;€0,00;€0,00;€0,00;€0,00
Estee Lauder Srl;Via Turati 3;;;Milano;Mi;20121;;;02/08/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Estetica Marta di Moroni Marta;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
ESTREMA MENTE DI CALDERONI ALESSANDRO;VIA LODOVICO IL MORO 59;;;MILANO;MI;20143;;;04/01/21;;€0,00;€0,00;€0,00;€0,00;€0,00
ESURV SOCIETA' A RESPONSABILITA' LIMITATA IN LIQUIDAZIONE;VIALE MAGNIA GRECIA 197/O;;;CATANZARO;CZ;88100;;;05/02/20;;€0,00;€0,00;€0,00;€0,00;€0,00
ETHICA S.R.L.;VIA PRIVATA ERASMO BOSCHETTI 7;;;MILANO;MI;20124;;;28/05/18;;€0,00;€0,00;€0,00;€0,00;€0,00
ETIMOS PARTNERS S.R.L.;VIA APPIANI 7;;;MILANO;MI;20121;;;22/05/19;;€0,00;€0,00;€0,00;€0,00;€0,00
ETIMOS PARTNERS S.R.L.;VIA APPIANI 7;;;MILANO;MI;20121;;;26/09/18;;€0,00;€0,00;€0,00;€0,00;€0,00
ETRENTA SRL;VIA ENRICO TOTI 9;;;BAREGGIO;MI;20010;;;30/07/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Euclidea SIM Spa;Via Laura Solera Mantegazza 7;;;Milano;MI;20121;;;30/11/20;23/04/21;€0,00;€0,00;€0,00;€0,00;€0,00
EUGENIO CARUGATI;VIA CANONICA 4;;;MILANO;MI;20154;;;10/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Eurekakids;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
EURO BIKE SHARING SRL;VIA LEOPARDI N1;;;MILANO;;20123;;;11/06/18;;€0,00;€0,00;€0,00;€0,00;€0,00
EURO-COIN - SOCIETA' A RESPONSABILITA' LIMITATA;VIA CASTELLINI GUALTIERO, 1;;;ROMA;RM;00197;;;22/03/21;;€0,00;€0,00;€0,00;€0,00;€0,00
EUROLIVE S.P.A.;VIA ZANARDELLI, 105;;;LECCE;LE;73100;;;;25/03/21;€0,00;€0,00;€0,00;€0,00;€0,00
EUROPA IMMOBILIARE DI LICIA BOSCARIOL;VIA BERTINI 3;;;MILANO;MI;20154;;;15/07/19;;€0,00;€0,00;€0,00;€0,00;€0,00
EUROPEAN SCHOOL OF ONCOLOGY;via turati 29;;;milano;mi;20121;;;14/02/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Europex Business services GmbH;Gonzagagasse 16;;;Vienna;;1010;;;22/12/20;02/07/20;€0,00;€0,00;€0,00;€0,00;€0,00
EURO PUBLISHING SRL;Via Buzzi, 2,;;;Rho;MI;20017;Fabio Gallo;Fabio Gallo;;10/10/22;€0,00;€0,00;€0,00;€0,00;€0,00
EVAPCO;via ciro Menotti n. 10;;;PASSIRANA DI RHO;MI;20017;Fabio Gallo;Fabio Gallo;;15/07/22;€0,00;€0,00;€0,00;€0,00;€0,00
EVENT STAR SERVICE S.A.S. DI BURATTI SILVIO & C.;VIA DON ERNESTO VERCESI, 18;;;MILANO;MI;20152;;;;09/03/22;€0,00;€0,00;€0,00;€0,00;€0,00
EVERIS ITALIA S.P.A.;VIA COSTANZA ARCONATI 1;;;MILANO;MI;20135;;;23/04/18;;€0,00;€0,00;€0,00;€0,00;€0,00
EVINRUDE DUE SRL;VIALE GIAN GALEAZZO 16;;;MILANO;MI;20136;;;31/05/18;;€0,00;€0,00;€0,00;€0,00;€0,00
EXCELLENCE MEDICAL GROUP S.R.L.;VIALE LUIGI MAJNO 17/A;;;MILANO;MI;20122;;;04/04/19;;€0,00;€0,00;€0,00;€0,00;€0,00
EXYTUS S.R.L.;CORSO BUENOS AIRES 64;;;MILANO;MI;20124;;;23/06/20;;€0,00;€0,00;€0,00;€0,00;€0,00
F2I - FONDI ITALIANI PER LE INFRASTRUTTURE SOCIETA' DI GESTIONE DEL RISPARMIO S.P.A. O, IN FORMA ABBREVIATA F2I S.G.R. S.P.A.;VIA SAN PROSPERO 1;;;MILANO;MI;20121;;;31/01/19;08/01/19;€0,00;€0,00;€0,00;€0,00;€0,00
Fabbri 1905 Spa;Via Emilia Ponente 276;;;Bologna;BO;40132;Fabio Gallo;Fabio Gallo;29/01/21;;€0,00;€0,00;€0,00;€0,00;€0,00
Fabbrica dei Lumi;s;;;s;s;s;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Fabio  Milani;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Fabrizia Mattiello;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
FABRIZIO FARINA;VIA SAN MARCO 34;;;MILANO;MI;20121;;;25/03/21;;€0,00;€0,00;€0,00;€0,00;€0,00
Fair Lab Srls;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
FANCSALY RITA;VIA BRERA 6;;;MILANO;MI;20121;;;24/04/18;;€0,00;€0,00;€0,00;€0,00;€0,00
fantanella virna;viale francesco crispi 11;;;milano;mi;20121;;;11/09/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Fara Esposito;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
FARMACASA S.R.L.;VIA DELL ANNUNCIATA 2;;;MILANO;MI;20121;;;29/07/20;;€0,00;€0,00;€0,00;€0,00;€0,00
FARMACIA LASTRETTI DEL DOTT. DANIELE LASTRETTI & C. S.N.C.;VIA POSILLIPO, 84/A;;;NAPOLI;NA;80123;;;;08/09/22;€0,00;€0,00;€0,00;€0,00;€0,00
FASHTIME S.R.L.;Via Pietro Mascagni 31;;;MILANO;MI;20122;;;27/02/19;;€0,00;€0,00;€0,00;€0,00;€0,00
FCR SERVIZI  S.A.S.;CORSO TORINO  6 F;;;AVIGLIANA;TO;10051;;;20/04/18;19/04/18;€0,00;€0,00;€0,00;€0,00;€0,00
FDE GROUP S.R.L.;PIAZZA DELLA REPUBBLICA 6;;;MILANO;MI;20121;;;05/03/19;22/11/18;€0,00;€0,00;€0,00;€0,00;€0,00
FEBE   MILANO S.R.L.;VIA SPARTACO 34;;;MILANO;MI;20135;Fabio Gallo;Fabio Gallo;28/12/20;16/02/23;€0,00;€0,00;€0,00;€0,00;€0,00
FEBE MILANO S.R.L.;BASTIONI DI PORTA NUOVA 21;;;MILANO;MI;20121;Fabio Gallo;Fabio Gallo;06/06/19;;€0,00;€0,00;€0,00;€0,00;€0,00
FEDERALBERGHI;VIA TOSCANA, 1;;;ROMA;RM;00187;Giordano Greco;Giordano Greco;13/02/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Federal Mogul Italy srl;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Federdistribuzione;Via A. Albricci n. 8;;;Milano;MI;20122;;;28/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
FEDERICA SCHIAVO GALLERY MILANO S.R.L.;LARGO QUINTO ALPINI 8;;;MILANO;MI;20145;;;06/04/19;;€0,00;€0,00;€0,00;€0,00;€0,00
FEDERICO FRANCESCO RABITTI;VIA GAIATO123/3;;;PAVULLO NEL FRIGNANO;MO;41026;;;22/05/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Federico Fulgoni;Via canova 25;;;MILANO;MI;20145;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
FEDERICO GIUSEPPE USUELLI;PIAZZALE PRINCIPESSA CLOTILDE 4;;;MILANO;MI;20121;;;02/10/19;;€0,00;€0,00;€0,00;€0,00;€0,00
FELICE SPAMPANATO;;;;;;;;;;25/01/22;€0,00;€0,00;€0,00;€0,00;€0,00
Felice Tauro;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
FENICE SRL;TRAVERSA VIA A VOLTA;;;FAVIGNANA;MI;91023;;;24/05/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Fenicia S.p.A.;piazza cavour 3;;;milano;mi;20121;;;10/07/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Ferca srl;Via Mantova, 1;;;lainate;mi;20045;;;17/06/22;05/07/22;€0,00;€0,00;€0,00;€0,00;€0,00
FERNANDO CESAR MOSCA;VIA DELL'ANNUNCIATA 27;;;MILANO;MI;20121;;;18/05/18;;€0,00;€0,00;€0,00;€0,00;€0,00
FEROLDI GIORGIO;Strada Comunale di Bertolla 169 bis;int. 21;;Torino;TO;10156;Fabio Gallo;Fabio Gallo;31/03/21;;€0,00;€0,00;€0,00;€0,00;€226,40
FERRAMENTA LUNEDEI;Via Emilia, 294;;;Santa Giustina;RN;47922;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
FERROTEC S.R.L.;VIALE VITTORIO VENETO, 14;;;MILANO;MI;20124;;;31/03/21;;€0,00;€0,00;€0,00;€0,00;€35,67
FESTANTE RICCARDO;VIA FERMI 23;;;QUARTU SANT'ELENA;CA;09045;;;12/09/19;12/09/19;€0,00;€0,00;€0,00;€0,00;€0,00
FF&GB S.R.L.;VIA CHIASSI 103;;;MANTOVA;MN;46100;;;24/02/20;10/02/20;€0,00;€0,00;€0,00;€0,00;€0,00
F GARDEN DI FANTON FEDERICO;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
FIA ASSET MANAGEMENT SA;Via dell'Annunciata 27;;;Milano;MI;20121;;;10/01/19;03/03/23;€0,00;€0,00;€0,00;€0,00;€0,00
FIA Asset Management Ufficio di rappresentanza;VIA DELL'ANNUNCIATA 27;;;MILANO;MI;20121;;;21/08/18;;€0,00;€0,00;€0,00;€0,00;€0,00
FIAM;CORSO PORTA NUOVA 48;;;MILANO;MI;20121;;;10/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
fibran spa;via domenico fiasella 5/11;;;genova;;16121;;;07/02/18;;€0,00;€0,00;€0,00;€0,00;€0,00
FIDUCIARIA GIARDINI S.P.A.;VIA FILIPPO TURATI 32;;;MILANO;MI;20121;;;17/12/18;;€0,00;€0,00;€0,00;€0,00;€0,00
FILIPPO GAMBINI;VIA ALESSANDRO MANZONI 17;;;MILANO;MI;20121;;;04/11/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Filippo Guerra;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Filippo Pisciotta;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
FINSUD SIM SPA;VIA Andrea Appiani 2;;;MILANO;MI;20121;;;15/05/18;;€0,00;€0,00;€0,00;€0,00;€0,00
FIOPEG S.N.C. DI GIUSEPPE FIORILE E JESSICA PEGORARO;VIA SILVIO PELLICO, 1;;;LONATE POZZOLO;VA;21015;;;;07/11/22;€0,00;€0,00;€0,00;€0,00;€0,00
Fioravanti SRL;Corso Buenos Aires,3;;;Milano;MI;20124;;;11/09/18;10/09/18;€0,00;€0,00;€0,00;€0,00;€0,00
FIORELLI;VIA DELLA MOSCOVA 13;;;MILANO;MI;20121;;;11/01/23;;€0,00;€0,00;€0,00;€0,00;€0,00
FIORENZO FALETTI;VIALE DEI KENNEDY 75;;;RESCALDINA;MI;20027;;;31/01/19;;€0,00;€0,00;€0,00;€0,00;€0,00
FIT & YOU S.S.D. A R.L.;VIA LINCOLN 16;;;CINISELLO BALSAMO;MI;20092;;;08/08/18;;€0,00;€0,00;€0,00;€0,00;€0,00
FIVE SERVICE S.R.L. UNISOCIO;VIA GARIBALDI 33/35;;;TERMINI IMERESE;PA;90018;;;30/11/18;04/02/19;€0,00;€0,00;€0,00;€0,00;€0,00
FLASH BOX SRL;VIA DI NOVELLA 10;;;ROMA;RM;00199;;;17/06/20;05/02/20;€0,00;€0,00;€0,00;€0,00;€0,00
FLAVIO FARE';VIA FRA' GALGARIO 18/B;;;VARESE;VA;21100;;;07/02/18;;€0,00;€0,00;€0,00;€0,00;€0,00
FLOWSERVE S.R.L.;VIA PREALPI 30/32;;;CORMANO;MI;20032;;;28/09/18;;€0,00;€0,00;€0,00;€0,00;€0,00
F.L. SERVICE SRLS;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Fluid System Srl;Via Don Luigi Sturzo, 24/D,;;;Lainate;mi;20045;;;;08/06/22;€0,00;€0,00;€0,00;€0,00;€0,00
FM INSURANCE EUROPE S.A.;Via Mike Bongiorno, 13;;;MILANO;MI;20124;;;29/06/18;05/11/18;€0,00;€0,00;€0,00;€0,00;€0,00
Fondazione Ariel;Via Manzoni, 56;;;Rozzano;mi;20089;;;15/12/21;18/01/21;€0,00;€0,00;€0,00;€0,00;€0,00
Fondazione Carriero;Via Cino Del Duco 4;;;Milano;MI;20122;;;27/12/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Fondazione Charta;Via Visconti di Modrone 18;;;Milano;MI;20122;;;03/02/18;;€0,00;€0,00;€0,00;€0,00;€0,00
FONDAZIONE CORRENTE ONLUS;VIA CARLO PORTA 5;;;MILANO;MI;20121;;;17/07/18;05/12/16;€0,00;€0,00;€0,00;€0,00;€0,00
FONDAZIONE DELL'ORDINE DEGLI ARCHITETTI, PIANIFICATORI, PAESAGGISTI E CONSERVATORI DELLA PROVINCIA DI MILANO;VIA SOLFERINO 19;;;Milano;MI;20121;;;02/08/18;06/04/23;€0,00;€0,00;€0,00;€0,00;€0,00
FONDAZIONE GUIDO PAJETTA;PIAZZA PIO XI 5;;;MILANO;MI;20123;;;13/02/20;;€0,00;€0,00;€0,00;€0,00;€0,00
fondazione ICA milano;viale premuda 46;;;milano;mi;20129;;;18/01/19;;€0,00;€0,00;€0,00;€0,00;€0,00
FONDAZIONE ITALIANA ACCENTURE;VIA NINO BONNET, 10;;;MILANO;MI;20154;;;05/04/23;;€0,00;€0,00;€0,00;€0,00;€0,00
FONDAZIONE TULLIO CASTELLANI;CORSO DI PORTA NUOVA 16;;;MILANO;MI;20121;;;09/02/21;;€0,00;€0,00;€0,00;€0,00;€0,00
Fondo Pensioni per il Personale Cariplo;Via Brera, 10;;;Milano;MI;20121;;;05/08/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Fonema Italia s.r.l.;Piazza De Angeli 3;;;Milano;;20146;;;;27/05/21;€0,00;€0,00;€0,00;€0,00;€0,00
foodloosepetstore;s;;;Ladispoli;rm;00055;;;;23/09/21;€0,00;€0,00;€0,00;€0,00;€0,00
Formel D Italia S.r.l.;Via Torino 43 Int. 114;;;Orbassano;TO;10043;;;17/05/19;;€0,00;€0,00;€0,00;€0,00;€0,00
FORTIS FILIPPO;VIA VESPUCCI 11;;;MILANO;MI;20124;;;10/01/20;;€0,00;€0,00;€0,00;€0,00;€0,00
Fortunella S.r.l.;Via Città di Palermo, 167/F;;;Bagheria;PA;90011;;;10/03/21;23/04/21;€0,00;€0,00;€0,00;€0,00;€0,00
Fossakart SAS di moro cristel & C.;;;;;;;Fabio Gallo;Fabio Gallo;;03/09/21;€0,00;€0,00;€0,00;€0,00;€0,00
FOSSATI INTERNI SNC DI FOSSATI MAURO E C.;VIA SANT'AMBROGIO 0003;;;MACHERIO;MB;20846;;;18/09/19;;€0,00;€0,00;€0,00;€0,00;€0,00
FOTO OTTICA CAVOUR S.r.l.;VIA FATEBENEFRATELLI, 34/36;;;MILANO;MI;20121;;;02/08/18;;€0,00;€0,00;€0,00;€0,00;€0,00
FOTO OTTICA VALSECCHI;;;;;;;;;;12/10/21;€0,00;€0,00;€0,00;€0,00;€0,00
foundspot;s;;;milano;mi;20121;Fabio Gallo;Fabio Gallo;;20/02/23;€0,00;€0,00;€0,00;€0,00;€0,00
Frades - Milano;via mazzini 20  ;;;Milano;;20123;Fabio Gallo;Fabio Gallo;;23/02/23;€0,00;€0,00;€0,00;€0,00;€0,00
FRAGONARD ITALIA S.R.L.;CORSO ITALIA 22;;;MILANO;MI;20122;;;04/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
FRANCE CONSEIL S.R.L.;CORSO DI PORTA NUOVA 15;;;MILANO;MI;20121;;;11/05/18;;€0,00;€0,00;€0,00;€0,00;€0,00
FRANCESCA CAROLLO;VIALE BASSANI 84;;;THIENE;VI;36016;;;02/08/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Francesca Grimaldi;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Francesca Schifano;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
francesco gori;via appiani 2;;;milano;mi;20121;;;24/07/18;;€0,00;€0,00;€0,00;€0,00;€0,00
FRANCESCO PERRINI;BASTIONI DI PORTA VOLTA 10;;;MILANO;MI;20121;;;22/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Francesco Pinna;Via Besta 18;;;Sassari;SS;07100;;;29/05/20;;€0,00;€0,00;€0,00;€0,00;€0,00
FRANCESCO SCOPECE;VIA MOSCOVA 9;;;MILANO;MI;20121;;;16/07/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Franco bisi;g;;;milano;mi;g;;;;31/05/22;€0,00;€0,00;€0,00;€0,00;€0,00
FRANGINI VOZZA;PIAZZA SANTANGELO 1;;;MILANO;MI;20121;;;05/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
FRATELLI CAZZANIGA S.R.L. (IL SELLAIO);VIA SAN GIACOMO 1;;;CASATENOVO;LC;23880;;;23/04/21;12/04/21;€0,00;€0,00;€0,00;€0,00;€0,00
FREE MEDIA SOCIETA' COOPERATIVA;VIA FABRIZIO DE ANDRE' 8;;;MILANO;MI;20142;;;26/01/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Free Pastry;SS 1, 206;;;Ortonuovo;SP;19034;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
FRENESY FILM COMPANY S.R.L.;PIAZZA GONDAR 14;;;ROMA;RM;00199;;;11/06/19;;€0,00;€0,00;€0,00;€0,00;€0,00
FRESH CUT S.R.L.;VIA GIUSEPPE GARIBALDI, 5;;;TORINO;TO;10122;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
FRIDABIKE DI PESENTI ANTONELLA;VIA PIERO DELLA FRANCESCA 34;;;MILANO;MI;20154;;;02/01/20;;€0,00;€0,00;€0,00;€0,00;€0,00
FRUTTETO MOSCOVA S.A.S. DI SABINO E DOMENICO COLANGELO;VIA DELLA MOSCOVA 27;;;MILANO;MI;20121;;;16/03/18;;€0,00;€0,00;€0,00;€0,00;€0,00
FSCR  SAS DI ELISABETTA GIOVI E C.;VIA GIORDANO BRUNO 12;;;MILANO;MI;20154;;;04/09/19;;€0,00;€0,00;€0,00;€0,00;€0,00
FUCCI ELENA;CONTRADA SOLAGNA DEL TITOLO SNC;;;BARILE;PZ;85022;;;06/05/19;;€0,00;€0,00;€0,00;€0,00;€0,00
FULVIO SCAPARRO;VIA CASTELFIDARDO 8;;;MILANO;MI;20121;;;23/12/19;;€0,00;€0,00;€0,00;€0,00;€0,00
Funky Junk Italy Srl;: Via Antonio Pollaiuolo, 15,;;;MILANO;MI;20159;Fabio Gallo;Fabio Gallo;;13/10/22;€0,00;€0,00;€0,00;€0,00;€0,00
FUTURA S.R.L.;VIA PIETRO PALEOCAPA, 6;;;MILANO;MI;20121;;;;12/10/22;€0,00;€0,00;€0,00;€0,00;€0,00
FUTURA TECNOLOGY ;;;;;;;Fabio Gallo;Fabio Gallo;;12/10/22;€0,00;€0,00;€0,00;€0,00;€0,00
Futurestep Italia Srl;Via Broletto 35;;;Milano;MI;20121;;;29/11/19;16/03/23;€0,00;€0,00;€0,00;€0,00;€0,00
Gabbanini;;;;;;;Fabio Gallo;Fabio Gallo;;15/09/21;€0,00;€0,00;€0,00;€0,00;€0,00
Gabriele Revigliono;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Gabriele Valentino;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Gabriella Alacqua;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Gabriella Spagnuolo;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Gabriel Marcato;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
Gaetano Mannino;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
GAGHI EDITRICE S.R.L.;VIA PISACANE 44;;;MILANO;MI;20129;;;20/02/18;;€0,00;€0,00;€0,00;€0,00;€0,00
GAIA COLOMBI;VIA GRAMSCI 25;;;TROMELLO;PV;27020;;;14/07/20;;€0,00;€0,00;€0,00;€0,00;€0,00
GAINI RENATO MARIA;VIALE TUNISIA 40;;;MILANO;MI;20124;;;03/07/18;;€0,00;€0,00;€0,00;€0,00;€0,00
Galerie Kellermann e.K.;Heinrich-Heine-Allee 12;;;Düsseldorf;;40213;;;01/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
GALLERIA ACCADEMIA S.A.S. DI BARSI LUCA & C.;VIA DELL ACCADEMIA ALBERTINA 3;;;TORINO;TO;10123;;;15/10/19;;€0,00;€0,00;€0,00;€0,00;€0,00
GALLERIA CARDI DI RENATO CARDI;VIA MARCO DE MARCHI, 2;;;MILANO;MI;20121;;;22/02/21;;€0,00;€0,00;€0,00;€0,00;€0,00
Galleria Casati;Monza;;;Monza;mb;20900;Fabio Gallo;Fabio Gallo;;11/01/23;€0,00;€0,00;€0,00;€0,00;€0,00
Galleria Marelia;;;;;;;;;;;€0,00;€0,00;€0,00;€0,00;€0,00
GALLERIA MILANO S.N.C. DI NICOLA E BALDO PELLEGRINI;VIA DANIELE MANIN 0013;;;MILANO;MI;20121;;;01/12/20;;€0,00;€0,00;€0,00;€0,00;€0,00
GALLERIA PACE SRL;PIAZZA SAN MARCO 1;;;MILANO;MI;20121;;;22/07/20;27/10/20;€0,00;€0,00;€0,00;€0,00;€0,00
